レコード番号,案件管理CD(自動採番),会計CD,ブランド名,ブランド名(その他),物件名称,物件名称（カナ）,【PS】物件No,郵便番号,地図表示用 所在地,緯度_代表点,経度_代表点,確認日_代表点,緯度_入口指定,経度_入口指定,確認日_入口指定,確認方法,入口座標フラグ,入口座標の郵便番号,入口座標の都道府県,入口座標の市区町村,入口座標の町域以降,入口座標の建物名,備考,都道府県,市区町村,町域,丁,番,号,複数の番地,建物および階,補足情報（今までの経緯や駐車場の入口に関する情報等）,所在地(謄本地番),丁,番,号,複数の番地,開設日,閉鎖日,四輪(時間貸),自動二輪(時間貸),自転車(時間貸),時間貸台数,四輪(月極),自動二輪(月極),自転車(月極),月極台数
,,,,,北６条西２４丁目第１,,,,北海道札幌市中央区北六条西２４丁目１番２,43.0645252,141.3190844,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,栄町駅前,,,,北海道札幌市東区北四十二条東１５丁目１８－２の一部、１８－８の一部,43.1135118,141.3658314,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,盛岡上ノ橋,,,,岩手県盛岡市上ノ橋町６番１１、６番１７,39.7046243,141.1603204,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,紺屋町第１,,,,岩手県盛岡市紺屋町９６，９７－１，９７－２，９８,39.70305889999999,141.1566332,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,盛岡本町通一丁目第１,,,,岩手県盛岡市本町通１丁目２８８番２、２８８番４,39.7064464,141.1538902,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,盛岡信用金庫本店,,,,岩手県盛岡市中ノ橋通１丁目４番６号,39.7007138,141.1558904,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,秋田大町５丁目第１,,,,秋田県秋田市大町５丁目１１０　他２筆,39.7129419,140.1147103,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,秋田中通２丁目第１,,,,秋田県秋田市中通２丁目２５４の一部,39.7168781,140.1250795,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,千川２丁目第１,,,,東京都豊島区千川２丁目２０－１,35.7424433,139.694408,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,中野区若宮３丁目第１,,,,東京都中野区若宮３丁目３０７－１,35.7209408,139.6432963,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,高円寺南５丁目第一,,,,東京都杉並区高円寺南５丁目５３４－６７,35.7036658,139.6573257,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,深沢２丁目第１,,,,東京都世田谷区深沢２丁目５０－４、５０－２０、５０－２３の一部,35.6214782,139.6611525,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,大田区山王１丁目第１,,,,東京都大田区山王１丁目２６１６－１の一部,35.5931455,139.7249685,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,足立区梅田７丁目第一,,,,東京都足立区梅田７丁目１６７２－１の一部,35.766951,139.800615,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,下井草１丁目第一,,,,東京都杉並区下井草１丁目９３７－１の一部、９３７－２、９３８－１の一部,35.7156853,139.6330952,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,青戸５丁目第１,,,,東京都葛飾区青戸５丁目１３８－２　の一部,35.7483604,139.8531886,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,東品川１丁目第１,,,,東京都品川区東品川１丁目７－３,35.6221525,139.741965,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,拝島駅前第２,,,,東京都昭島市松原町５丁目２９７９－２３、２９７９－２４の一部,35.7193443,139.3412051,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,拝島駅前第１,,,,東京都昭島市松原町５丁目２９８２－６の一部,35.7193443,139.3412051,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,世田谷区上祖師谷４丁目,,,,東京都世田谷区上祖師谷４丁目１１２２－１,35.6549409,139.5961311,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,調布市国領町第１,,,,東京都調布市国領町１丁目２０－４の一部・２０－２６,35.6517365,139.5540967,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,東日暮里３丁目,,,,東京都荒川区東日暮里３丁目１－１０,35.7317101,139.7834005,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,三軒茶屋１丁目,,,,東京都世田谷区三軒茶屋１丁目７９－１７,35.640498,139.6713584,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,足立区梅田２丁目第１,,,,東京都足立区梅田２丁目１１－２１、他,35.7667941,139.802138,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,上石神井４丁目第１,,,,東京都練馬区上石神井４丁目７３０－１７,35.7290611,139.5853012,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,世田谷区宇奈根１丁目,,,,東京都世田谷区宇奈根１丁目２５５－３５の一部、２５５－３６,35.6203799,139.6056885,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,大田区西六郷３丁目,,,,東京都大田区西六郷３丁目１８－１９，１８－２１の一部,35.5466435,139.7072128,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,八王子駅前第１,,,,東京都八王子市子安町１丁目１１１番１,35.6526125,139.3443769,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ＡＯＫＩ井草店,,,,東京都杉並区井草３丁目５０－３、５１－３、５０－１・５３－２の一部,35.7268244,139.6152476,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,西武信用金庫秋川支店,,,,東京都あきる野市秋川１丁目３－１、３－２,35.7286275,139.2882148,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,青和信用組合細田支店,,,,東京都葛飾区細田４丁目２３－１９,35.7408889,139.873352,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,西新井病院第２,,,,東京都足立区西新井本町１丁目１１６７－２,35.7758503,139.7799054,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ロイヤルパークス赤羽アネックス,,,,東京都北区神谷3丁目15番37号,35.7737255,139.7315643,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ローソン東習志野,,,,千葉県習志野市東習志野５丁目２４５－１の一部,35.6954578,140.0780205,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,イトマンスポーツスクエア北松戸,,,,千葉県松戸市上本郷３５６－２，３５７，３５８－１，３５８－２，３５６－１の一部,35.7952697,139.9187509,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,稲毛東４丁目第１,,,,千葉県千葉市稲毛区稲毛東４丁目５９番１の一部,35.6385721,140.0900307,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,松戸新田第２,,,,千葉県松戸市松戸新田字一本槻５８０－１の一部、５８０－９、５８０－１１、５８０－１２,35.7897906,139.9251571,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,松戸馬橋駅前パーキング,,,,千葉県松戸市西馬橋蔵元町６０,35.8138377,139.9169259,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,瀬谷三ツ境,,,,神奈川県横浜市瀬谷区三ツ境１１２－１の一部、１１２－２１の一部,35.4653128,139.5001156,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,下鶴間第１,,,,神奈川県大和市下鶴間４３８９－９、４３８９－１４の一部,35.5170283,139.4620229,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,中田西一丁目第１,,,,神奈川県横浜市泉区中田西１丁目２６１６－３の一部,35.41155639999999,139.5019141,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,相模原千代田２丁目第１,,,,神奈川県相模原市中央区千代田２丁目１０－１２,35.5636529,139.3730927,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,星川１丁目第３,,,,神奈川県横浜市保土ケ谷区星川１丁目１４７番３,35.4565191,139.5935827,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,幸浦１丁目第１,,,,神奈川県横浜市金沢区幸浦１丁目２－３,35.3785559,139.6436055,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,相武台１丁目第１,,,,神奈川県相模原市南区相武台１丁目３２４４－１,35.5020456,139.4078486,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,登戸新町第１,,,,神奈川県川崎市多摩区登戸新町１２０,35.6242684,139.5655576,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,下鶴間２丁目第１,,,,神奈川県大和市下鶴間２丁目２８２６－６、２８２６－７,35.4917627,139.4576176,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,橋本台一丁目第１,,,,神奈川県相模原市緑区橋本台１丁目８－６,35.5848764,139.3439804,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,南越谷駅前駐輪場,,,,埼玉県越谷市南越谷１丁目１７－７、１７－１９,35.8752719,139.791437,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,新座市新堀３丁目第２,,,,埼玉県新座市新堀３丁目１５４－１,35.7688886,139.5209999,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,八潮市大瀬一丁目第１,,,,埼玉県八潮市大瀬１丁目１１番１９,35.8086442,139.8453944,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,クレアゴルフフィールド,,,,埼玉県所沢市東所沢和田３丁目３－１４の一部、１３－１５の一部、１３－１６の一部、１３－１７の一部,35.7936711,139.5049343,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,熊谷市弥生２丁目第１,,,,埼玉県熊谷市弥生２丁目６８,36.1408352,139.3879526,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,青木信用金庫朝日店,,,,埼玉県川口市朝日２丁目２７－１５,35.8119808,139.7347364,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,坂戸泉町月極駐車場,,,,埼玉県坂戸市泉町２７８－１,35.9649908,139.3894347,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,土浦桜町第一,,,,茨城県土浦市桜町２丁目３１７０－１,36.07774020000001,140.1996604,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,水戸泉町３丁目第一,,,,茨城県水戸市泉町３丁目５８－１,36.3799182,140.4608621,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,宿郷一丁目第一,,,,栃木県宇都宮市宿郷１丁目５番２,36.556363,139.8997365,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,元今泉一丁目第一,,,,栃木県宇都宮市元今泉１丁目７－２５　他３筆,36.561149,139.9030586,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,足利小山信用金庫駅東支店,,,,栃木県小山市駅東通り２丁目７７番１　他２筆,36.314611,139.810891,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,前橋大手町１丁目,,,,群馬県前橋市大手町１丁目１１５番１,36.3906087,139.0602461,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,アートパーク高崎東,,,,群馬県高崎市双葉町２０９－３,36.3150579,139.0198609,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,西大畑,,,,新潟県新潟市中央区西大畑町５７９－１,37.9256727,139.039724,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,小針駅南口,,,,新潟県新潟市西区小針南台１７１５－５,37.8879922,138.9912473,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,総曲輪２丁目第１,,,,富山県富山市総曲輪２丁目１－２の一部・１－３の一部,36.6916185,137.2129612,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,富山五福月極駐車場,,,,富山県富山市五福字蓮骨５４８１番１６,36.6676087,137.2088674,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,黒瀬北町２丁目駐車場,,,,富山県富山市黒瀬北町２丁目１８－５,36.6656042,137.2029153,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,今泉月極駐車場,,,,富山県富山市今泉西部町３－１４,36.6715044,137.2092318,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,金沢市尾張町１丁目第１,,,,石川県金沢市尾張町１丁目５５番,36.5704233,136.6624852,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,金沢市森本駅前月極駐車場,,,,石川県金沢市吉原町ホ４３番１、６２番２、６２番３,36.6115836,136.6917069,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,野々市三日市月極駐車場,,,,石川県野々市市三日市１丁目１４,36.5354717,136.5951465,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,諏訪４丁目,,,,大阪府大阪市城東区諏訪４丁目４１番１,34.6800234,135.5611696,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,敷津西１丁目,,,,大阪府大阪市浪速区敷津西１丁目３－２３,34.6576715,135.4962708,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,東小橋３丁目,,,,大阪府大阪市東成区東小橋３丁目１７５－２０,34.6670296,135.532862,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,御厨栄町,,,,大阪府東大阪市御厨栄町２丁目１９８,34.6698457,135.581136,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,花園ラグビー場西,,,,大阪府東大阪市吉田本町１丁目２－８の一部、２－９、２－４６、２－５７,34.6715594,135.6234473,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,弥刀第１,,,,大阪府東大阪市友井２丁目１５８－３の一部,34.644073,135.5871333,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,なかもず第１,,,,大阪府堺市北区中百舌鳥町１丁２２５番１、２２５番２,34.558603,135.504156,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,弥刀第２,,,,大阪府東大阪市友井２丁目１４８－１の一部,34.644073,135.5871333,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,大美野第１,,,,大阪府堺市東区大美野３４番７、３４番８,34.5242811,135.5388254,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,勝山南１丁目,,,,大阪府大阪市生野区勝山南１丁目１番１の内,34.6543729,135.526721,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,佃４丁目第１,,,,大阪府大阪市西淀川区佃４丁目８６,34.7125942,135.4386259,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,川西駅前第１,,,,大阪府富田林市甲田５丁目２０６－１,34.4941711,135.5906749,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,御厨栄町第２,,,,大阪府東大阪市御厨栄町２丁目１９６－４、１９６－５、１９６－７,34.6698457,135.581136,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,弥刀第３,,,,大阪府東大阪市友井２丁目１４４番１９,34.644073,135.5871333,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,深江北３丁目第２,,,,大阪府大阪市東成区深江北３丁目１３－３他３筆,34.6761011,135.5606535,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,東天満２丁目第１,,,,大阪府大阪市北区東天満２丁目４０、４１,34.6976852,135.515473,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,松ノ浜駅前第１,,,,大阪府泉大津市二田町１丁目８９７－３、８９７－７、１９４－３、１９４－８の一部,34.5081588,135.4165667,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,引野町第１,,,,大阪府堺市東区引野町１丁９０－２,34.5491003,135.524664,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,安土町１丁目第１,,,,大阪府大阪市中央区安土町１丁目２１－３、２１－４,34.6843638,135.5079594,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,泉尾１丁目第１,,,,大阪府大阪市大正区泉尾１丁目７４－１,34.662187,135.4739423,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,農人橋２丁目第１,,,,大阪府大阪市中央区農人橋２丁目１８－１,34.6810353,135.5131156,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,玉造駅前第１,,,,大阪府大阪市東成区東小橋１丁目８－３，８－４，８－５，８－６,34.673392,135.5343117,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,清水丘２丁目第１,,,,大阪府大阪市住吉区清水丘２丁目１２－１、１２－２２、１２－３,34.600141,135.4915368,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,吉田駅前第１,,,,大阪府東大阪市今米１丁目２－１６、２－１７,34.6809599,135.6246631,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,阪南町７丁目第１,,,,大阪府大阪市阿倍野区阪南町７丁目５９,34.6183473,135.5116424,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,南余部第１,,,,大阪府堺市美原区南余部３７９－２,34.5329706,135.5476034,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,額田駅前第１,,,,大阪府東大阪市山手町６５５－２の一部,34.67727989999999,135.6633362,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,元町高架通第１,,,,兵庫県神戸市中央区元町高架通３－４,34.6859248,135.1811104,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,道修町１丁目第１,,,,大阪府大阪市中央区道修町１丁目２番,34.6887614,135.5088887,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,川西駅前第２,,,,大阪府富田林市甲田５丁目２１２－６,34.4941711,135.5906749,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,勝山南１丁目第２,,,,大阪府大阪市生野区勝山南１丁目１－１５,34.6526797,135.5262509,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,羽倉崎駅前駐輪場,,,,大阪府泉佐野市羽倉崎上町１丁目３２９６－５,34.39866,135.3008528,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,南都銀行初芝支店,,,,大阪府堺市東区日置荘西町１丁９８４番３の一部,34.5441183,135.5269667,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ムコダンモール,,,,兵庫県西宮市高須町１丁目１－６、１－２７,34.7040378,135.3712875,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,スターバックス堺百舌鳥店,,,,大阪府堺市北区百舌鳥陵南町２丁６３３－１、６２１－１、６２１－２、６３１、６３２、６３３－２,34.5467169,135.4924341,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,コスパあやめ池,,,,奈良県奈良市あやめ池北３丁目１５０１,34.698941,135.7657234,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ココカラファイン広田店,,,,兵庫県西宮市室川町１０９－２,34.7454846,135.3428173,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,恵美須西３丁目第１,,,,大阪府大阪市浪速区恵美須西３丁目５９－３,34.6507256,135.5022145,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ゴルフギアサージ千里箕面店,,,,大阪府箕面市船場東３丁目３－１,34.8188363,135.4917577,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,マルハチ名谷駅前店,,,,兵庫県神戸市須磨区西落合１丁目２－２、２－３,34.6786639,135.0880937,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,広田町クリニックモール,,,,兵庫県西宮市柳本町２７－３,34.749095,135.3422301,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,芦屋楠町,,,,兵庫県芦屋市楠町２６－２、２７－２、２９,34.7354635,135.3175754,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,深井水池町第１,,,,大阪府堺市中区深井水池町３２１６,34.5305207,135.4994311,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,大島町月極駐車場,,,,大阪府豊中市大島町２丁目２７２－１、２７２－３,34.7351837,135.46776,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,テクニカルパーク天神橋３丁目,,,,大阪府大阪市北区天神橋３丁目１１－５,34.7027782,135.5123389,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,テクニカルパーク天満４丁目,,,,大阪府大阪市北区天満４丁目４０－１,34.6938079,135.5142943,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,七道駅前,,,,大阪府堺市堺区三宝町２丁１３１－４,34.5922667,135.4797205,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,タイムパーク松屋町,,,,大阪府大阪市中央区松屋町住吉１４－１,34.6779989,135.5113477,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,タイムパーク鳳東町第１,,,,大阪府堺市西区鳳東町７丁８２３－１,34.53132660000001,135.4630912,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,タイムパーク放出西,,,,大阪府大阪市城東区放出西２丁目４０－８,34.6939734,135.5576302,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,タイムパーク鳳西町１丁,,,,大阪府堺市西区鳳西町１丁７３番４、７３番５の一部,34.52987570000001,135.4557537,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,サンドラッグ東三国店,,,,大阪府 大阪市淀川区 東三国 ４丁目 ２５－１０ ,34.7409856,135.4939951,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,上野芝月極駐車場,,,,大阪府堺市西区上野芝町2丁２３９－１,34.5508605,135.4810087,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ヤマイチＰＬＡＺＡさくら夙川店,,,,兵庫県西宮市常磐町１－１他３筆,34.7403346,135.3391061,2026-03-03 17:01:23+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
